RECORD_CREATION_DATE,MONTO_DEL_PRESTAMO,RANGO_DEL_CREDITO,DEUDA_EXISTENTE,NOTAS_DEL_AGENTE,UBICACION_DE_LA_OFICINA,PRESTAMO_INCUMPLIDO
14Apr2015:14:55:12.000000,4900,740-759,,"Ingreso anual neto: $54,000",OREGON,FALSO
14Apr2015:15:05:26.000000,10400,700-719,,"El cliente no tiene deuda...Ingreso anual neto: $21,100",NORTHERN CALIFORNIA,FALSO
14Apr2015:15:34:13.000000,3900,740-759,,El cliente no tiene deuda,NORTHERN CALIFORNIA,FALSO
14Apr2015:15:50:27.000000,2700,740-759,"$20,001-$30,000","Ingreso anual neto: $15,700",ARIZONA,FALSO
14Apr2015:16:24:20.000000,2600,700-719,,,SOUTHERN CALIFORNIA,FALSO
14Apr2015:16:31:45.000000,2500,700-719,"$1-$10,000","Ingreso anual neto: $45,000",OREGON,FALSO
14Apr2015:16:39:46.000000,2500,760-779,"$100,000+",,ARIZONA,VERDADERO
14Apr2015:17:07:57.000000,3200,740-759,"$1-$10,000","Ingreso mensual neto 1,550",NEVADA,FALSO
14Apr2015:17:25:17.000000,2500,740-759,"$1-$10,000","Ingreso anual neto: $15,000",WASHINGTON STATE,FALSO
14Apr2015:17:54:35.000000,2600,760-779,"$20,001-$30,000",,ARIZONA,VERDADERO
14Apr2015:18:22:47.000000,3300,700-719,,"Ingreso anual neto: $15,000",NORTHERN CALIFORNIA,VERDADERO
14Apr2015:18:56:42.000000,34300,760-779,"$1-$10,000",,ARIZONA,FALSO
15Apr2015:09:26:08.000000,2700,800+,"$30,001-$40,000",Pagos mensuales de deuda verificados: $580,NORTHERN CALIFORNIA,FALSO
15Apr2015:09:56:02.000000,15800,720-739,"$20,001-$30,000","Ingreso anual neto: $19,300",NORTHERN CALIFORNIA,FALSO
15Apr2015:10:04:16.000000,5900,740-759,"$1-$10,000",,ARIZONA,FALSO
15Apr2015:10:17:54.000000,2500,800+,"$1-$10,000",Pagos mensuales de deuda verificados: $30,SOUTHERN CALIFORNIA,FALSO
15Apr2015:10:43:34.000000,2600,740-759,,El cliente no tiene deuda,ARIZONA,VERDADERO
15Apr2015:11:07:59.000000,4600,800+,"$10,001-$20,000",Pagos mensuales de deuda verificados: $300,ARIZONA,FALSO
15Apr2015:11:24:12.000000,22300,740-759,,,SOUTHERN CALIFORNIA,FALSO
15Apr2015:11:54:58.000000,15900,700-719,"$1-$10,000",Pagos mensuales de deuda verificados: $110,ARIZONA,VERDADERO
15Apr2015:12:07:27.000000,2500,720-739,"$1-$10,000",,ARIZONA,FALSO
15Apr2015:12:15:25.000000,2500,780-799,"$1-$10,000",,OREGON,FALSO
15Apr2015:12:36:19.000000,11300,760-779,"$20,001-$30,000",,NORTHERN CALIFORNIA,FALSO
15Apr2015:12:52:50.000000,4500,700-719,"$10,001-$20,000",,ARIZONA,FALSO
15Apr2015:13:11:23.000000,6400,700-719,"$10,001-$20,000",,SOUTHERN CALIFORNIA,VERDADERO
15Apr2015:13:29:44.000000,2500,780-799,"$10,001-$20,000",,ARIZONA,FALSO
15Apr2015:13:37:18.000000,3600,780-799,"$100,000+","Ingreso mensual neto 16,150",OREGON,VERDADERO
15Apr2015:14:11:10.000000,2500,720-739,,"El cliente no tiene deuda...Ingreso anual neto: $96,700",NORTHERN CALIFORNIA,FALSO
15Apr2015:14:19:44.000000,4700,760-779,,"Ingreso anual neto: $42,400",SOUTHERN CALIFORNIA,FALSO
15Apr2015:14:26:09.000000,6100,740-759,,,SOUTHERN CALIFORNIA,FALSO
15Apr2015:14:54:46.000000,2500,700-719,"$100,000+","Ingreso mensual neto 11,040",NORTHERN CALIFORNIA,VERDADERO
15Apr2015:15:28:34.000000,4400,740-759,"$10,001-$20,000","Ingreso anual neto: $34,000",NORTHERN CALIFORNIA,FALSO
15Apr2015:15:34:49.000000,2500,760-779,"$70,001-$80,000","Pagos mensuales de deuda verificados: $1,320...Ingreso anual neto: $84,500",SOUTHERN CALIFORNIA,FALSO
15Apr2015:15:58:28.000000,3300,740-759,"$50,001-$60,000","Ingreso anual neto: $47,700",NORTHERN CALIFORNIA,FALSO
15Apr2015:16:18:26.000000,2500,760-779,"$80,001-$90,000","Ingreso anual neto: $59,200",ARIZONA,FALSO
15Apr2015:16:36:19.000000,5800,700-719,,,ARIZONA,FALSO
15Apr2015:16:48:13.000000,2700,780-799,,"Ingreso anual neto: $112,400",ARIZONA,FALSO
15Apr2015:17:08:33.000000,2500,700-719,"$1-$10,000","Ingreso anual neto: $34,500",NORTHERN CALIFORNIA,FALSO
15Apr2015:17:32:08.000000,6800,720-739,,"Ingreso anual neto: $94,600",NORTHERN CALIFORNIA,FALSO
15Apr2015:18:03:16.000000,8600,720-739,"$1-$10,000","Ingreso anual neto: $15,000",ARIZONA,FALSO
15Apr2015:18:10:37.000000,19500,720-739,"$70,001-$80,000","Ingreso anual neto: $131,400",NORTHERN CALIFORNIA,FALSO
15Apr2015:18:44:00.000000,7100,700-719,,"El cliente no tiene deuda...Ingreso mensual neto 7,070",NORTHERN CALIFORNIA,FALSO
15Apr2015:18:51:29.000000,7700,700-719,"$60,001-$70,000","Pagos mensuales de deuda verificados: $1,150",NORTHERN CALIFORNIA,FALSO
16Apr2015:09:28:12.000000,2500,740-759,"$60,001-$70,000",,NEVADA,FALSO
16Apr2015:10:01:24.000000,2500,700-719,"$1-$10,000","Ingreso anual neto: $73,900",NEVADA,FALSO
16Apr2015:10:17:27.000000,26600,700-719,"$1-$10,000",Pagos mensuales de deuda verificados: $170,ARIZONA,VERDADERO
16Apr2015:10:24:42.000000,11200,800+,"$50,001-$60,000","Ingreso anual neto: $83,100",NORTHERN CALIFORNIA,FALSO
16Apr2015:10:57:50.000000,13700,720-739,"$90,001-$100,000","Ingreso anual neto: $200,000",SOUTHERN CALIFORNIA,FALSO
16Apr2015:11:21:58.000000,35000,760-779,,"Ingreso mensual neto 16,670",NORTHERN CALIFORNIA,FALSO
16Apr2015:11:45:05.000000,3500,700-719,,,SOUTHERN CALIFORNIA,FALSO
16Apr2015:11:54:12.000000,6800,700-719,"$10,001-$20,000","Ingreso mensual neto 1,570",SOUTHERN CALIFORNIA,FALSO
16Apr2015:12:07:25.000000,7300,780-799,"$1-$10,000",,NORTHERN CALIFORNIA,FALSO
16Apr2015:12:20:53.000000,8900,700-719,,,SOUTHERN CALIFORNIA,FALSO
16Apr2015:12:54:07.000000,2500,700-719,"$50,001-$60,000",,SOUTHERN CALIFORNIA,FALSO
16Apr2015:13:08:20.000000,4000,760-779,"$10,001-$20,000",,ARIZONA,FALSO
16Apr2015:13:21:31.000000,9900,700-719,"$1-$10,000","Ingreso mensual neto 3,280",NORTHERN CALIFORNIA,FALSO
16Apr2015:13:53:13.000000,3800,700-719,"$70,001-$80,000","Ingreso anual neto: $52,000",ARIZONA,FALSO
16Apr2015:14:19:29.000000,3900,700-719,"$1-$10,000","Ingreso anual neto: $16,900",SOUTHERN CALIFORNIA,VERDADERO
16Apr2015:14:43:49.000000,2500,740-759,"$100,000+","Ingreso anual neto: $130,600...Pagos mensuales de deuda verificados: $2,240",NEVADA,FALSO
16Apr2015:15:02:43.000000,2500,740-759,"$40,001-$50,000",,NORTHERN CALIFORNIA,FALSO
16Apr2015:15:21:25.000000,2500,800+,"$1-$10,000","Ingreso mensual neto 3,080",ARIZONA,FALSO
16Apr2015:15:43:02.000000,23100,780-799,,"Ingreso anual neto: $54,300",SOUTHERN CALIFORNIA,VERDADERO
16Apr2015:15:58:33.000000,4500,700-719,"$30,001-$40,000","Ingreso anual neto: $41,000",SOUTHERN CALIFORNIA,FALSO
16Apr2015:16:05:02.000000,6700,760-779,"$20,001-$30,000","Ingreso anual neto: $18,100...Pagos mensuales de deuda verificados: $350",OREGON,FALSO
16Apr2015:16:15:22.000000,4700,700-719,"$70,001-$80,000","Ingreso anual neto: $42,000",WASHINGTON STATE,FALSO
16Apr2015:16:34:09.000000,2500,700-719,"$10,001-$20,000",,ARIZONA,FALSO
16Apr2015:16:59:29.000000,2500,700-719,"$10,001-$20,000","Ingreso anual neto: $15,000",NORTHERN CALIFORNIA,FALSO
16Apr2015:17:24:16.000000,2600,760-779,"$10,001-$20,000",Pagos mensuales de deuda verificados: $330,SOUTHERN CALIFORNIA,FALSO
16Apr2015:17:38:20.000000,8800,700-719,"$20,001-$30,000","Ingreso mensual neto 3,760",NORTHERN CALIFORNIA,FALSO
16Apr2015:18:05:26.000000,7000,740-759,,"El cliente no tiene deuda...Ingreso anual neto: $31,800",WASHINGTON STATE,FALSO
16Apr2015:18:13:40.000000,2500,780-799,,,NORTHERN CALIFORNIA,FALSO
16Apr2015:18:34:35.000000,2500,740-759,"$50,001-$60,000","Pagos mensuales de deuda verificados: $900...Ingreso mensual neto 2,740",NEVADA,FALSO
16Apr2015:18:45:36.000000,2500,700-719,,El cliente no tiene deuda,NEVADA,VERDADERO
17Apr2015:09:05:31.000000,3100,760-779,"$40,001-$50,000","Ingreso mensual neto 5,840",OREGON,FALSO
17Apr2015:09:33:54.000000,5200,740-759,"$1-$10,000","Ingreso anual neto: $65,600",SOUTHERN CALIFORNIA,FALSO
17Apr2015:09:56:30.000000,3200,720-739,,El cliente no tiene deuda,SOUTHERN CALIFORNIA,FALSO
17Apr2015:10:24:22.000000,8000,780-799,,,NORTHERN CALIFORNIA,FALSO
17Apr2015:10:34:12.000000,2500,700-719,"$20,001-$30,000","Pagos mensuales de deuda verificados: $490...Ingreso anual neto: $15,300",OREGON,FALSO
17Apr2015:10:57:16.000000,9500,740-759,"$1-$10,000","Ingreso anual neto: $15,300",SOUTHERN CALIFORNIA,FALSO
17Apr2015:11:16:05.000000,10000,720-739,"$1-$10,000","Ingreso anual neto: $29,700",SOUTHERN CALIFORNIA,FALSO
17Apr2015:11:46:05.000000,25500,700-719,"$1-$10,000",,NORTHERN CALIFORNIA,FALSO
17Apr2015:12:16:27.000000,2500,700-719,"$100,000+",,SOUTHERN CALIFORNIA,VERDADERO
17Apr2015:12:25:05.000000,4200,740-759,"$70,001-$80,000","Ingreso anual neto: $37,500",NORTHERN CALIFORNIA,FALSO
17Apr2015:12:56:40.000000,2500,760-779,"$10,001-$20,000","Ingreso mensual neto 1,250",NORTHERN CALIFORNIA,FALSO
17Apr2015:13:08:20.000000,2500,740-759,"$10,001-$20,000","Ingreso anual neto: $31,000",ARIZONA,FALSO
17Apr2015:13:19:41.000000,5900,780-799,"$50,001-$60,000","Ingreso mensual neto 2,730",ARIZONA,FALSO
17Apr2015:13:34:06.000000,2500,740-759,"$1-$10,000","Ingreso anual neto: $34,500",ARIZONA,FALSO
17Apr2015:13:59:27.000000,7800,700-719,"$20,001-$30,000","Pagos mensuales de deuda verificados: $370...Ingreso anual neto: $46,100",NORTHERN CALIFORNIA,FALSO
17Apr2015:14:13:30.000000,3800,700-719,"$100,000+",,SOUTHERN CALIFORNIA,FALSO
17Apr2015:14:28:53.000000,4300,780-799,"$1-$10,000","Ingreso anual neto: $22,500",ARIZONA,FALSO
17Apr2015:14:44:21.000000,9600,720-739,"$20,001-$30,000",Pagos mensuales de deuda verificados: $360,WASHINGTON STATE,FALSO
17Apr2015:15:04:27.000000,2500,800+,"$10,001-$20,000",,SOUTHERN CALIFORNIA,FALSO
17Apr2015:15:21:21.000000,2500,780-799,"$1-$10,000","Ingreso anual neto: $52,100",NORTHERN CALIFORNIA,VERDADERO
17Apr2015:15:34:26.000000,28900,800+,"$10,001-$20,000",Pagos mensuales de deuda verificados: $190,SOUTHERN CALIFORNIA,FALSO
17Apr2015:15:59:29.000000,6200,760-779,"$10,001-$20,000",,NEVADA,FALSO
17Apr2015:16:06:32.000000,10300,740-759,"$80,001-$90,000","Ingreso anual neto: $68,700",WASHINGTON STATE,FALSO
17Apr2015:16:15:56.000000,4500,700-719,"$30,001-$40,000",Pagos mensuales de deuda verificados: $530,NORTHERN CALIFORNIA,FALSO
17Apr2015:16:24:59.000000,2500,800+,"$70,001-$80,000","Pagos mensuales de deuda verificados: $1,230...Ingreso anual neto: $199,100",OREGON,FALSO
17Apr2015:16:44:34.000000,2900,700-719,"$10,001-$20,000",,ARIZONA,FALSO
17Apr2015:17:00:29.000000,2500,740-759,"$1-$10,000","Ingreso mensual neto 4,400...Pagos mensuales de deuda verificados: $20",OREGON,FALSO
17Apr2015:17:17:47.000000,29600,720-739,"$10,001-$20,000",,SOUTHERN CALIFORNIA,FALSO
17Apr2015:17:43:32.000000,2500,760-779,"$20,001-$30,000",,SOUTHERN CALIFORNIA,VERDADERO
17Apr2015:17:50:26.000000,2500,800+,,"Ingreso mensual neto 16,670...El cliente no tiene deuda",SOUTHERN CALIFORNIA,FALSO
17Apr2015:18:00:06.000000,2500,760-779,"$20,001-$30,000",Pagos mensuales de deuda verificados: $360,OREGON,FALSO
17Apr2015:18:26:20.000000,14500,760-779,"$10,001-$20,000","Ingreso anual neto: $15,000",NORTHERN CALIFORNIA,VERDADERO
17Apr2015:18:49:06.000000,6300,740-759,"$1-$10,000",,NEVADA,FALSO
20Apr2015:09:09:14.000000,2900,780-799,,"Ingreso anual neto: $38,900",WASHINGTON STATE,FALSO
20Apr2015:09:18:52.000000,6000,700-719,"$10,001-$20,000","Ingreso anual neto: $28,400...Pagos mensuales de deuda verificados: $240",NORTHERN CALIFORNIA,FALSO
20Apr2015:09:49:34.000000,2500,780-799,"$10,001-$20,000","Ingreso mensual neto 2,670",OREGON,FALSO
20Apr2015:10:04:04.000000,2500,800+,"$40,001-$50,000","Ingreso anual neto: $120,800",SOUTHERN CALIFORNIA,FALSO
20Apr2015:10:23:49.000000,6700,800+,"$50,001-$60,000","Ingreso anual neto: $54,900",ARIZONA,FALSO
20Apr2015:10:37:03.000000,2500,760-779,,,SOUTHERN CALIFORNIA,FALSO
20Apr2015:11:09:03.000000,6800,740-759,"$30,001-$40,000","Ingreso anual neto: $18,200",SOUTHERN CALIFORNIA,FALSO
20Apr2015:11:31:31.000000,2500,780-799,"$20,001-$30,000",,SOUTHERN CALIFORNIA,FALSO
20Apr2015:12:00:35.000000,2500,780-799,"$90,001-$100,000","Pagos mensuales de deuda verificados: $1,720...Ingreso anual neto: $178,000",NEVADA,FALSO
20Apr2015:12:28:35.000000,3800,700-719,"$60,001-$70,000",,NEVADA,FALSO
20Apr2015:12:57:28.000000,2500,760-779,"$100,000+",,WASHINGTON STATE,VERDADERO
20Apr2015:13:11:46.000000,2500,740-759,,"Ingreso anual neto: $137,400...El cliente no tiene deuda",OREGON,FALSO
20Apr2015:13:18:45.000000,2500,740-759,"$60,001-$70,000",,ARIZONA,FALSO
20Apr2015:13:26:30.000000,2500,780-799,"$100,000+",,ARIZONA,VERDADERO
20Apr2015:13:57:07.000000,10200,800+,"$10,001-$20,000","Ingreso anual neto: $56,200",NORTHERN CALIFORNIA,FALSO
20Apr2015:14:18:03.000000,12900,760-779,,El cliente no tiene deuda,SOUTHERN CALIFORNIA,FALSO
20Apr2015:14:42:54.000000,2500,700-719,,El cliente no tiene deuda,WASHINGTON STATE,FALSO
20Apr2015:15:11:25.000000,3900,760-779,"$10,001-$20,000","Pagos mensuales de deuda verificados: $320...Ingreso anual neto: $15,000",ARIZONA,FALSO
20Apr2015:15:44:51.000000,11500,700-719,"$1-$10,000","Ingreso anual neto: $76,500",ARIZONA,FALSO
20Apr2015:16:14:19.000000,2500,720-739,"$10,001-$20,000","Ingreso mensual neto 1,690",SOUTHERN CALIFORNIA,FALSO
20Apr2015:16:32:08.000000,3000,760-779,"$10,001-$20,000","Ingreso mensual neto 2,950",ARIZONA,VERDADERO
20Apr2015:16:55:06.000000,6400,760-779,"$1-$10,000","Ingreso anual neto: $15,000",NORTHERN CALIFORNIA,FALSO
20Apr2015:17:23:45.000000,23800,780-799,"$100,000+","Ingreso mensual neto 9,480",NORTHERN CALIFORNIA,FALSO
20Apr2015:17:39:46.000000,2700,740-759,"$30,001-$40,000",,NEVADA,FALSO
20Apr2015:17:57:50.000000,4700,740-759,"$40,001-$50,000",,NORTHERN CALIFORNIA,FALSO
20Apr2015:18:22:04.000000,5300,700-719,"$20,001-$30,000","Ingreso anual neto: $22,900",NORTHERN CALIFORNIA,FALSO
20Apr2015:18:47:36.000000,4100,700-719,"$100,000+",,ARIZONA,VERDADERO
21Apr2015:09:17:50.000000,3100,700-719,,El cliente no tiene deuda,WASHINGTON STATE,FALSO
21Apr2015:09:29:02.000000,3100,740-759,"$100,000+","Pagos mensuales de deuda verificados: $2,430",SOUTHERN CALIFORNIA,VERDADERO
21Apr2015:09:51:30.000000,8100,740-759,"$20,001-$30,000","Ingreso anual neto: $143,500",WASHINGTON STATE,FALSO
21Apr2015:10:10:02.000000,13300,740-759,,"Ingreso mensual neto 1,580",NORTHERN CALIFORNIA,FALSO
21Apr2015:10:39:51.000000,7300,740-759,"$10,001-$20,000","Ingreso anual neto: $19,700",WASHINGTON STATE,FALSO
21Apr2015:11:10:14.000000,18900,780-799,"$1-$10,000","Ingreso anual neto: $15,000",ARIZONA,FALSO
21Apr2015:11:17:31.000000,12100,720-739,"$40,001-$50,000","Ingreso mensual neto 4,310",ARIZONA,FALSO
21Apr2015:11:49:43.000000,2500,760-779,"$20,001-$30,000",,NORTHERN CALIFORNIA,FALSO
21Apr2015:12:04:23.000000,2500,760-779,,"Ingreso mensual neto 7,550",OREGON,FALSO
21Apr2015:12:27:35.000000,7900,740-759,,"Ingreso anual neto: $64,800...El cliente no tiene deuda",SOUTHERN CALIFORNIA,FALSO
21Apr2015:12:59:30.000000,5800,700-719,"$20,001-$30,000","Pagos mensuales de deuda verificados: $430...Ingreso anual neto: $16,500",NORTHERN CALIFORNIA,FALSO
21Apr2015:13:16:39.000000,3900,700-719,"$100,000+","Ingreso anual neto: $200,000",SOUTHERN CALIFORNIA,FALSO
21Apr2015:13:47:11.000000,10800,720-739,,"Ingreso anual neto: $15,000",NEVADA,VERDADERO
21Apr2015:14:01:39.000000,2500,700-719,"$100,000+",,WASHINGTON STATE,FALSO
21Apr2015:14:12:39.000000,9100,780-799,"$20,001-$30,000","Ingreso anual neto: $28,500",OREGON,FALSO
21Apr2015:14:37:43.000000,10700,700-719,"$20,001-$30,000",,NEVADA,VERDADERO
21Apr2015:15:00:18.000000,3400,780-799,"$10,001-$20,000","Ingreso mensual neto 1,250",ARIZONA,FALSO
21Apr2015:15:06:10.000000,9900,700-719,,El cliente no tiene deuda,ARIZONA,FALSO
21Apr2015:15:38:43.000000,3100,800+,,"Ingreso anual neto: $29,200",OREGON,FALSO
21Apr2015:16:11:45.000000,2500,740-759,"$100,000+","Ingreso anual neto: $139,200",SOUTHERN CALIFORNIA,VERDADERO
21Apr2015:16:38:49.000000,2500,720-739,"$30,001-$40,000","Ingreso anual neto: $15,000",ARIZONA,VERDADERO
21Apr2015:17:02:01.000000,3300,700-719,"$40,001-$50,000","Ingreso anual neto: $21,400",ARIZONA,FALSO
21Apr2015:17:23:37.000000,8900,720-739,"$90,001-$100,000","Pagos mensuales de deuda verificados: $1,640...Ingreso anual neto: $87,200",SOUTHERN CALIFORNIA,FALSO
21Apr2015:17:45:34.000000,11300,700-719,"$10,001-$20,000","Ingreso anual neto: $17,800",OREGON,FALSO
21Apr2015:17:58:53.000000,8400,720-739,"$10,001-$20,000",,ARIZONA,FALSO
21Apr2015:18:04:46.000000,2500,740-759,"$40,001-$50,000",,ARIZONA,FALSO
21Apr2015:18:18:37.000000,3100,780-799,"$100,000+","Pagos mensuales de deuda verificados: $6,820",SOUTHERN CALIFORNIA,FALSO
21Apr2015:18:32:21.000000,16500,800+,,,NORTHERN CALIFORNIA,FALSO
21Apr2015:18:53:28.000000,16900,740-759,"$10,001-$20,000",,WASHINGTON STATE,FALSO
22Apr2015:09:26:28.000000,8800,720-739,,El cliente no tiene deuda,NORTHERN CALIFORNIA,FALSO
22Apr2015:09:54:21.000000,9600,780-799,"$90,001-$100,000","Ingreso mensual neto 7,430",ARIZONA,FALSO
22Apr2015:10:26:44.000000,3400,720-739,,,ARIZONA,FALSO
22Apr2015:10:33:49.000000,2500,700-719,"$10,001-$20,000","Ingreso anual neto: $32,200",SOUTHERN CALIFORNIA,FALSO
22Apr2015:10:54:01.000000,4900,700-719,"$1-$10,000","Ingreso mensual neto 1,250",OREGON,FALSO
22Apr2015:11:21:40.000000,2500,760-779,"$100,000+",,OREGON,VERDADERO
22Apr2015:11:44:23.000000,14500,760-779,"$60,001-$70,000","Ingreso mensual neto 3,330",OREGON,FALSO
22Apr2015:11:51:28.000000,2500,720-739,"$100,000+","Ingreso anual neto: $177,600",NEVADA,FALSO
22Apr2015:12:25:05.000000,3500,780-799,"$10,001-$20,000","Ingreso anual neto: $16,000",SOUTHERN CALIFORNIA,FALSO
22Apr2015:12:43:14.000000,9400,800+,,"El cliente no tiene deuda...Ingreso mensual neto 5,380",SOUTHERN CALIFORNIA,FALSO
22Apr2015:13:14:45.000000,2500,760-779,"$20,001-$30,000",,NORTHERN CALIFORNIA,FALSO
22Apr2015:13:33:14.000000,3800,720-739,,,NORTHERN CALIFORNIA,FALSO
22Apr2015:14:03:08.000000,3800,740-759,"$1-$10,000",,SOUTHERN CALIFORNIA,FALSO
22Apr2015:14:20:45.000000,5000,760-779,"$50,001-$60,000","Ingreso mensual neto 5,330",NORTHERN CALIFORNIA,FALSO
22Apr2015:14:43:03.000000,5600,740-759,"$20,001-$30,000",Pagos mensuales de deuda verificados: $390,WASHINGTON STATE,FALSO
22Apr2015:15:03:44.000000,7200,720-739,"$100,000+",,NORTHERN CALIFORNIA,VERDADERO
22Apr2015:15:36:46.000000,2500,700-719,"$20,001-$30,000",,ARIZONA,VERDADERO
22Apr2015:16:07:11.000000,2500,780-799,"$1-$10,000",,ARIZONA,FALSO
22Apr2015:16:27:53.000000,17100,760-779,"$1-$10,000",,WASHINGTON STATE,FALSO
22Apr2015:16:52:36.000000,8200,700-719,"$1-$10,000","Ingreso anual neto: $21,500...Pagos mensuales de deuda verificados: $150",ARIZONA,FALSO
22Apr2015:16:59:53.000000,2500,720-739,"$20,001-$30,000","Pagos mensuales de deuda verificados: $430...Ingreso anual neto: $15,000",OREGON,FALSO
22Apr2015:17:17:35.000000,5400,700-719,"$50,001-$60,000",,SOUTHERN CALIFORNIA,FALSO
22Apr2015:17:47:28.000000,17000,720-739,"$10,001-$20,000",,ARIZONA,FALSO
22Apr2015:18:12:28.000000,3500,800+,,"Ingreso anual neto: $137,000",NEVADA,FALSO
22Apr2015:18:28:08.000000,7800,800+,"$10,001-$20,000","Ingreso anual neto: $200,000...Pagos mensuales de deuda verificados: $330",ARIZONA,FALSO
22Apr2015:18:42:14.000000,6600,700-719,"$10,001-$20,000",,OREGON,FALSO
22Apr2015:18:55:43.000000,3900,760-779,"$20,001-$30,000","Ingreso mensual neto 3,740",NORTHERN CALIFORNIA,FALSO
23Apr2015:09:13:29.000000,2500,720-739,"$100,000+","Ingreso mensual neto 16,670...Pagos mensuales de deuda verificados: $4,540",NORTHERN CALIFORNIA,VERDADERO
23Apr2015:09:22:45.000000,3000,720-739,,,WASHINGTON STATE,FALSO
23Apr2015:09:40:02.000000,11200,760-779,"$10,001-$20,000","Pagos mensuales de deuda verificados: $330...Ingreso anual neto: $15,200",NORTHERN CALIFORNIA,FALSO
23Apr2015:10:07:44.000000,9200,760-779,,"Ingreso mensual neto 4,170",ARIZONA,VERDADERO
23Apr2015:10:15:04.000000,4600,760-779,"$50,001-$60,000",,OREGON,FALSO
23Apr2015:10:41:14.000000,3600,780-799,,,SOUTHERN CALIFORNIA,FALSO
23Apr2015:11:14:01.000000,2500,720-739,"$100,000+",,SOUTHERN CALIFORNIA,VERDADERO
23Apr2015:11:26:29.000000,4500,700-719,"$1-$10,000","Ingreso anual neto: $15,000",ARIZONA,FALSO
23Apr2015:11:47:52.000000,2900,800+,"$1-$10,000","Ingreso anual neto: $21,400...Pagos mensuales de deuda verificados: $90",NEVADA,FALSO
23Apr2015:12:17:01.000000,4000,720-739,"$80,001-$90,000",,SOUTHERN CALIFORNIA,FALSO
23Apr2015:12:35:26.000000,2500,720-739,"$20,001-$30,000",,NORTHERN CALIFORNIA,FALSO
23Apr2015:13:03:39.000000,3300,700-719,"$100,000+","Ingreso anual neto: $157,100",NEVADA,FALSO
23Apr2015:13:34:59.000000,2700,800+,,"Ingreso anual neto: $18,300",OREGON,FALSO
23Apr2015:13:57:46.000000,5300,740-759,"$10,001-$20,000","Ingreso anual neto: $38,800",SOUTHERN CALIFORNIA,FALSO
23Apr2015:14:21:31.000000,2500,720-739,"$20,001-$30,000",,SOUTHERN CALIFORNIA,FALSO
23Apr2015:14:28:29.000000,2500,760-779,"$10,001-$20,000",,WASHINGTON STATE,VERDADERO
23Apr2015:14:38:00.000000,11100,780-799,"$1-$10,000",,ARIZONA,FALSO
23Apr2015:15:01:02.000000,2800,700-719,"$100,000+",,NEVADA,FALSO
23Apr2015:15:30:30.000000,10400,760-779,,,SOUTHERN CALIFORNIA,FALSO
23Apr2015:15:52:46.000000,5000,740-759,"$10,001-$20,000","Ingreso mensual neto 1,250",SOUTHERN CALIFORNIA,FALSO
23Apr2015:16:05:46.000000,4400,700-719,,,SOUTHERN CALIFORNIA,FALSO
23Apr2015:16:25:57.000000,2500,780-799,"$100,000+","Pagos mensuales de deuda verificados: $3,010",SOUTHERN CALIFORNIA,VERDADERO
23Apr2015:16:54:22.000000,17000,780-799,"$100,000+","Ingreso mensual neto 14,990",ARIZONA,FALSO
23Apr2015:17:02:36.000000,2500,720-739,"$1-$10,000","Ingreso anual neto: $15,000",NORTHERN CALIFORNIA,FALSO
23Apr2015:17:16:38.000000,4300,740-759,"$70,001-$80,000",,SOUTHERN CALIFORNIA,FALSO
23Apr2015:17:33:49.000000,2500,700-719,"$1-$10,000",,SOUTHERN CALIFORNIA,FALSO
23Apr2015:17:43:29.000000,13600,720-739,"$30,001-$40,000",,SOUTHERN CALIFORNIA,FALSO
23Apr2015:17:50:48.000000,4900,700-719,"$80,001-$90,000","Ingreso anual neto: $58,600",ARIZONA,FALSO
23Apr2015:18:23:54.000000,3900,800+,,,SOUTHERN CALIFORNIA,FALSO
23Apr2015:18:54:40.000000,4300,780-799,,"Ingreso anual neto: $23,700",SOUTHERN CALIFORNIA,FALSO
24Apr2015:09:14:46.000000,2500,800+,,"Ingreso anual neto: $18,300...El cliente no tiene deuda",SOUTHERN CALIFORNIA,FALSO
24Apr2015:09:48:34.000000,2500,760-779,"$10,001-$20,000","Ingreso anual neto: $64,200",NEVADA,FALSO
24Apr2015:10:19:06.000000,2500,740-759,"$1-$10,000",,NORTHERN CALIFORNIA,FALSO
24Apr2015:10:32:43.000000,2500,780-799,"$20,001-$30,000",Pagos mensuales de deuda verificados: $370,NORTHERN CALIFORNIA,FALSO
